,item,sent_id,source,correct_sentence,correct_form,lemma,mutation_type,trigger_type,specific_trigger,token_id,prev_word,incorrect_form,incorrect_sentence,num_diffs,incorrect_form_mut_type
63,23,5,https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4er7eo,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,bencampwyr,pencampwr,SM,MS,yn_complement_adj_noun,21.0,coroni'n,mhencampwyr,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n mhencampwyr.,1,NM
64,23,5,https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4er7eo,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,bencampwyr,pencampwr,SM,MS,yn_complement_adj_noun,21.0,coroni'n,phencampwyr,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n phencampwyr.,1,AM
65,24,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",fedal,medal,SM,MS,direct_object_mutation,4.0,enillodd,medal,"Yn 1911, enillodd medal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",1,none
66,25,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",Frenhinol,brenhinol,SM,MS,fem_sing_noun_modifier,8.0,Academi,Brenhinol,"Yn 1911, enillodd fedal aur yr Academi Brenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",1,none
67,25,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",Frenhinol,brenhinol,SM,MS,fem_sing_noun_modifier,8.0,Academi,Mrenhinol,"Yn 1911, enillodd fedal aur yr Academi Mrenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",1,NM
68,26,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",pryd,pryd,no_AM,no_mutation,no_mutation,16.0,y,phryd,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y phryd, a'r cyntaf o Gymru",1,AM
69,26,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",pryd,pryd,no_AM,no_mutation,no_mutation,16.0,y,bryd,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y bryd, a'r cyntaf o Gymru",1,SM
70,26,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",pryd,pryd,no_AM,no_mutation,no_mutation,16.0,y,mhryd,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y mhryd, a'r cyntaf o Gymru",1,NM
71,27,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",Gymru,Cymru,SM,L,o,20.0,o,Cymru,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Cymru",1,none
72,27,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",Gymru,Cymru,SM,L,o,20.0,o,Nghymru,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Nghymru",1,NM
73,27,6,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Gymru",Gymru,Cymru,SM,L,o,20.0,o,Chymru,"Yn 1911, enillodd fedal aur yr Academi Frenhinol – yr artist ieuengaf erioed ar y pryd, a'r cyntaf o Chymru",1,AM
74,28,7,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei phenodi yn artist rhyfel.",phenodi,penodi,AM,L,ei,19.0,ei,penodi,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei penodi yn artist rhyfel.",1,none
75,28,7,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei phenodi yn artist rhyfel.",phenodi,penodi,AM,L,ei,19.0,ei,benodi,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei benodi yn artist rhyfel.",1,SM
76,28,7,https://www.bbc.com/cymrufyw/erthyglau/c05drnrq3d6o,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei phenodi yn artist rhyfel.",phenodi,penodi,AM,L,ei,19.0,ei,mhenodi,"Yn ystod y Rhyfel Byd Cyntaf, gofynnodd hi i'r Gweinidog Rhyfel, David Lloyd George, os y câi ei mhenodi yn artist rhyfel.",1,NM
77,29,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,mhlentyndod,plentyndod,NM,L,fy,8.0,fy,plentyndod,Mae hwn yn fy atgoffa o fy plentyndod ac yn golygu lot i bobl leol hefyd.,1,none
78,29,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,mhlentyndod,plentyndod,NM,L,fy,8.0,fy,blentyndod,Mae hwn yn fy atgoffa o fy blentyndod ac yn golygu lot i bobl leol hefyd.,1,SM
79,29,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,mhlentyndod,plentyndod,NM,L,fy,8.0,fy,phlentyndod,Mae hwn yn fy atgoffa o fy phlentyndod ac yn golygu lot i bobl leol hefyd.,1,AM
80,30,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,bobl,pobl,SM,L,i,14.0,i,pobl,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i pobl leol hefyd.,1,none
81,30,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,bobl,pobl,SM,L,i,14.0,i,mhobl,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i mhobl leol hefyd.,1,NM
82,30,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,bobl,pobl,SM,L,i,14.0,i,phobl,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i phobl leol hefyd.,1,AM
83,31,8,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl leol hefyd.,leol,lleol,SM,MS,fem_sing_noun_modifier,15.0,bobl,lleol,Mae hwn yn fy atgoffa o fy mhlentyndod ac yn golygu lot i bobl lleol hefyd.,1,none
84,32,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,bws,bws,no_SM,no_mutation,no_mutation,14.0,gyrru,fws,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru fws ei hun.,1,SM
85,32,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,bws,bws,no_SM,no_mutation,no_mutation,14.0,gyrru,mws,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru mws ei hun.,1,NM
86,33,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,Wnaeth,gwneud,SM,MS,inflected_zero_trigger,1.0,,Gwnaeth,Gwnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,none
87,33,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,Wnaeth,gwneud,SM,MS,inflected_zero_trigger,1.0,,Ngwnaeth,Ngwnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,NM
88,34,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,wireddu,gwireddu,SM,MS,direct_object_mutation,3.0,Dafydd,gwireddu,Wnaeth Dafydd gwireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,none
89,34,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,wireddu,gwireddu,SM,MS,direct_object_mutation,3.0,Dafydd,ngwireddu,Wnaeth Dafydd ngwireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,NM
90,35,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,phasio,pasio,AM,L,a,6.0,a,pasio,Wnaeth Dafydd wireddu breuddwyd a pasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,none
91,35,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,phasio,pasio,AM,L,a,6.0,a,basio,Wnaeth Dafydd wireddu breuddwyd a basio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,SM
92,35,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,phasio,pasio,AM,L,a,6.0,a,mhasio,Wnaeth Dafydd wireddu breuddwyd a mhasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,1,NM
93,36,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,chael,cael,AM,L,a,12.0,a,cael,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a cael gyrru bws ei hun.,1,none
94,36,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,chael,cael,AM,L,a,12.0,a,gael,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a gael gyrru bws ei hun.,1,SM
95,36,9,https://www.bbc.com/cymrufyw/erthyglau/ce8p08m35pxo,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.,chael,cael,AM,L,a,12.0,a,nghael,Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a nghael gyrru bws ei hun.,1,NM
96,37,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",canolfan,canolfan,no_SM,no_mutation,no_mutation,16.0,agor,ganolfan,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor ganolfan newydd.",1,SM
97,37,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",canolfan,canolfan,no_SM,no_mutation,no_mutation,16.0,agor,nghanolfan,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor nghanolfan newydd.",1,NM
98,37,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",canolfan,canolfan,no_SM,no_mutation,no_mutation,16.0,agor,chanolfan,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor chanolfan newydd.",1,AM
99,38,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",tyfu,tyfu,no_AM,no_mutation,no_mutation,7.0,wedi,thyfu,"Mae prosiect Hwb y Gors wedi thyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,AM
100,38,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",tyfu,tyfu,no_AM,no_mutation,no_mutation,7.0,wedi,dyfu,"Mae prosiect Hwb y Gors wedi dyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,SM
101,38,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",tyfu,tyfu,no_AM,no_mutation,no_mutation,7.0,wedi,nhyfu,"Mae prosiect Hwb y Gors wedi nhyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,NM
102,39,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",thyfu,tyfu,AM,L,a,9.0,a,tyfu,"Mae prosiect Hwb y Gors wedi tyfu a tyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,none
103,39,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",thyfu,tyfu,AM,L,a,9.0,a,dyfu,"Mae prosiect Hwb y Gors wedi tyfu a dyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,SM
104,39,10,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,"Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.",thyfu,tyfu,AM,L,a,9.0,a,nhyfu,"Mae prosiect Hwb y Gors wedi tyfu a nhyfu, ac maen nhw bellach wedi agor canolfan newydd.",1,NM
105,40,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,poeni,poeni,no_SM,no_mutation,no_mutation,7.0,sy'n,boeni,Mae rhai wedi cwestiynu faint sy'n boeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,1,SM
106,40,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,poeni,poeni,no_SM,no_mutation,no_mutation,7.0,sy'n,mhoeni,Mae rhai wedi cwestiynu faint sy'n mhoeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,1,NM
107,40,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,poeni,poeni,no_SM,no_mutation,no_mutation,7.0,sy'n,phoeni,Mae rhai wedi cwestiynu faint sy'n phoeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,1,AM
108,41,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,chostau,cost,AM,L,gyda,14.0,gyda,costau,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda costau byw'n dominyddu'r sgyrsiau.,1,none
109,41,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,chostau,cost,AM,L,gyda,14.0,gyda,gostau,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda gostau byw'n dominyddu'r sgyrsiau.,1,SM
110,41,11,https://www.bbc.com/cymrufyw/erthyglau/cvgz5g1d5zpo,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.,chostau,cost,AM,L,gyda,14.0,gyda,nghostau,Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda nghostau byw'n dominyddu'r sgyrsiau.,1,NM
111,42,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,nwyrain,dwyrain,NM,L,yn,5.0,yn,dwyrain,Mae Capel Jewin yn dwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,1,none
112,42,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,nwyrain,dwyrain,NM,L,yn,5.0,yn,ddwyrain,Mae Capel Jewin yn ddwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,1,SM
113,43,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,gapeli,capeli,SM,L,ychydig,11.0,ychydig,capeli,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig capeli Cymraeg sydd ar ôl yn y ddinas.,1,none
114,43,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,gapeli,capeli,SM,L,ychydig,11.0,ychydig,nghapeli,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig nghapeli Cymraeg sydd ar ôl yn y ddinas.,1,NM
115,43,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,gapeli,capeli,SM,L,ychydig,11.0,ychydig,chapeli,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig chapeli Cymraeg sydd ar ôl yn y ddinas.,1,AM
116,44,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,ddinas,dinas,SM,MS,def_art_fem_sing_noun,18.0,y,dinas,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y dinas.,1,none
117,44,12,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.,ddinas,dinas,SM,MS,def_art_fem_sing_noun,18.0,y,ninas,Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ninas.,1,NM
118,45,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,luniau,llun,SM,MS,non_normal_word_order,3.0,na,lluniau,Mae 'na lluniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,none
119,46,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,cythryblus,cythyrblus,no_AM,no_mutation,no_mutation,6.0,orffennol,chythryblus,Mae 'na luniau o orffennol chythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,AM
120,46,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,cythryblus,cythyrblus,no_AM,no_mutation,no_mutation,6.0,orffennol,gythryblus,Mae 'na luniau o orffennol gythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,SM
121,46,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,cythryblus,cythyrblus,no_AM,no_mutation,no_mutation,6.0,orffennol,nghythryblus,Mae 'na luniau o orffennol nghythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,NM
122,47,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,orffennol,gorffennol,SM,L,o,5.0,o,gorffennol,Mae 'na luniau o gorffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,none
123,47,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,orffennol,gorffennol,SM,L,o,5.0,o,ngorffennol,Mae 'na luniau o ngorffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,1,NM
124,48,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,gyflafan,cyflafan,SM,MS,def_art_fem_sing_noun,11.0,wedi'r,cyflafan,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r cyflafan fe godwyd capel arall.,1,none
125,48,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,gyflafan,cyflafan,SM,MS,def_art_fem_sing_noun,11.0,wedi'r,nghyflafan,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r nghyflafan fe godwyd capel arall.,1,NM
126,48,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,gyflafan,cyflafan,SM,MS,def_art_fem_sing_noun,11.0,wedi'r,chyflafan,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r chyflafan fe godwyd capel arall.,1,AM
127,49,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,godwyd,codwyd,SM,L,fe,13.0,fe,codwyd,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe codwyd capel arall.,1,none
128,49,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,godwyd,codwyd,SM,L,fe,13.0,fe,nghodwyd,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe nghodwyd capel arall.,1,NM
129,49,13,https://www.bbc.com/cymrufyw/erthyglau/c7v9519jy8po,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.,godwyd,codwyd,SM,L,fe,13.0,fe,chodwyd,Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe chodwyd capel arall.,1,AM
130,50,14,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd adrannau sydd â pherfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,pherfformiad,perfformiad,AM,L,â,5.0,â,perfformiad,Bydd adrannau sydd â perfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,1,none
131,50,14,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd adrannau sydd â pherfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,pherfformiad,perfformiad,AM,L,â,5.0,â,berfformiad,Bydd adrannau sydd â berfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,1,SM
132,50,14,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd adrannau sydd â pherfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,pherfformiad,perfformiad,AM,L,â,5.0,â,mherfformiad,Bydd adrannau sydd â mherfformiad isel o ran y Gymraeg yn cael cynnig hyfforddiant ychwanegol.,1,NM
133,51,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,9.0,o'r,Cymraeg,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Cymraeg ymysgn staff a chynghorwyr.,1,none
134,51,15,https://www.bbc.com/cymrufyw/erthyglau/cn0p1xz4jd1o,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Gymraeg ymysgn staff a chynghorwyr.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,9.0,o'r,Nghymraeg,Bydd polisi newydd yn ceisio cynyddu'r defnydd o'r Nghymraeg ymysgn staff a chynghorwyr.,1,NM
