model;index;sentence_id;item;correct_form;correct_sentence;mutation_type;trigger_type;specific_trigger;incorrect_form;incorrect_sentence;incorrect_form_mut_type;correct_nll_mean;incorrect_nll_mean;delta;accuracy;nll_distance;layer_nll_correct;layer_nll_incorrect
britllm/britllm-3b-v0.1;33;9;33;Wnaeth;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;SM;MS;inflected_zero_trigger;Gwnaeth;Gwnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;2,65192686348427;2,82035812025978;1,68431256775518e-01;1;3,07789629516481e-02;[10.369092987804878, 10.237042682926829, 10.090129573170731, 10.012766768292684, 10.015625, 10.011814024390244, 9.963033536585366, 9.869664634146341, 9.777820121951219, 9.745045731707316, 18.009432164634145, 17.93483231707317, 17.90015243902439, 17.804592225609756, 17.85203887195122, 17.7163681402439, 17.61690167682927, 17.4507431402439, 17.385766006097562, 17.07250381097561, 16.78591844512195, 16.194264481707318, 15.452839176829269, 15.152629573170731, 14.867092225609756, 14.542391149009147, 14.442818990567835, 13.623578327458079, 12.732442716272866, 12.105465772675306, 12.097212157598356, 5.500070388724164, 2.6519268634842663];[10.371279761904763, 10.236421130952381, 10.088727678571429, 10.010602678571429, 10.003348214285714, 9.992373511904763, 9.922991071428571, 9.833705357142858, 9.728050595238095, 9.708333333333334, 16.292782738095237, 16.189918154761905, 16.117745535714285, 16.030412946428573, 16.087704613095237, 15.942894345238095, 15.852399553571429, 15.705915178571429, 15.621372767857142, 15.313337053571429, 15.033575148809524, 14.473400297619047, 13.767113095238095, 13.434058779761905, 13.07221912202381, 12.729887462797619, 12.6959228515625, 11.87494623093378, 10.988336472284226, 10.368669328235445, 10.43965308439164, 5.108815241427648, 2.8203581202597845]
britllm/britllm-3b-v0.1;34;9;34;wireddu;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;SM;MS;direct_object_mutation;gwireddu;Wnaeth Dafydd gwireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;2,65192686348427;2,56851898772376;-8,34078757605070e-02;0;0,00000000000000e+00;[10.369092987804878, 10.237042682926829, 10.090129573170731, 10.012766768292684, 10.015625, 10.011814024390244, 9.963033536585366, 9.869664634146341, 9.777820121951219, 9.745045731707316, 18.009432164634145, 17.93483231707317, 17.90015243902439, 17.804592225609756, 17.85203887195122, 17.7163681402439, 17.61690167682927, 17.4507431402439, 17.385766006097562, 17.07250381097561, 16.78591844512195, 16.194264481707318, 15.452839176829269, 15.152629573170731, 14.867092225609756, 14.542391149009147, 14.442818990567835, 13.623578327458079, 12.732442716272866, 12.105465772675306, 12.097212157598356, 5.500070388724164, 2.6519268634842663];[10.369233630952381, 10.236793154761905, 10.092261904761905, 10.01655505952381, 10.015066964285714, 10.006696428571429, 9.961309523809524, 9.872953869047619, 9.78125, 9.741815476190476, 17.80571056547619, 17.749627976190474, 17.674293154761905, 17.59756324404762, 17.644810267857142, 17.53896949404762, 17.441685267857142, 17.257347470238095, 17.190290178571427, 16.891090029761905, 16.571056547619047, 15.999720982142858, 15.253627232142858, 14.907784598214286, 14.554175967261905, 14.21183849516369, 14.117531912667411, 13.296123686290922, 12.35689217703683, 11.878773643856956, 11.902887738886333, 5.461805783566975, 2.5685189877237593]
britllm/britllm-3b-v0.1;35;9;35;phasio;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;AM;L;a;pasio;Wnaeth Dafydd wireddu breuddwyd a pasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;no_mutation;2,65192686348427;2,61337322294712;-3,85536405371458e-02;0;0,00000000000000e+00;[10.369092987804878, 10.237042682926829, 10.090129573170731, 10.012766768292684, 10.015625, 10.011814024390244, 9.963033536585366, 9.869664634146341, 9.777820121951219, 9.745045731707316, 18.009432164634145, 17.93483231707317, 17.90015243902439, 17.804592225609756, 17.85203887195122, 17.7163681402439, 17.61690167682927, 17.4507431402439, 17.385766006097562, 17.07250381097561, 16.78591844512195, 16.194264481707318, 15.452839176829269, 15.152629573170731, 14.867092225609756, 14.542391149009147, 14.442818990567835, 13.623578327458079, 12.732442716272866, 12.105465772675306, 12.097212157598356, 5.500070388724164, 2.6519268634842663];[10.3703125, 10.2400390625, 10.0978515625, 10.0224609375, 10.02890625, 10.0234375, 9.9794921875, 9.885546875, 9.7865234375, 9.7794921875, 18.24052734375, 18.1638671875, 18.133984375, 18.04033203125, 18.08193359375, 17.95048828125, 17.84775390625, 17.66826171875, 17.598828125, 17.282421875, 16.97333984375, 16.39052734375, 15.6177734375, 15.291455078125, 15.070361328125, 14.800384521484375, 14.67962188720703, 13.919264221191407, 12.872763061523438, 12.281271362304688, 12.116094505786895, 5.386162984371185, 2.6133732229471205]
britllm/britllm-3b-v0.1;36;9;36;chael;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a chael gyrru bws ei hun.;AM;L;a;cael;Wnaeth Dafydd wireddu breuddwyd a phasio ei brawf gyrru bysiau a cael gyrru bws ei hun.;no_mutation;2,65192686348427;2,79200329140919;1,40076427924924e-01;1;2,57307540580791e-02;[10.369092987804878, 10.237042682926829, 10.090129573170731, 10.012766768292684, 10.015625, 10.011814024390244, 9.963033536585366, 9.869664634146341, 9.777820121951219, 9.745045731707316, 18.009432164634145, 17.93483231707317, 17.90015243902439, 17.804592225609756, 17.85203887195122, 17.7163681402439, 17.61690167682927, 17.4507431402439, 17.385766006097562, 17.07250381097561, 16.78591844512195, 16.194264481707318, 15.452839176829269, 15.152629573170731, 14.867092225609756, 14.542391149009147, 14.442818990567835, 13.623578327458079, 12.732442716272866, 12.105465772675306, 12.097212157598356, 5.500070388724164, 2.6519268634842663];[10.369474085365853, 10.236280487804878, 10.086318597560975, 10.00857469512195, 10.007240853658537, 10.000952743902438, 9.956364329268293, 9.872332317073171, 9.772865853658537, 9.753048780487806, 18.018387957317074, 17.945121951219512, 17.911775914634145, 17.81983612804878, 17.859279725609756, 17.71998856707317, 17.61690167682927, 17.44502667682927, 17.39138719512195, 17.063548018292682, 16.8070693597561, 16.214748475609756, 15.467606707317072, 15.166110899390244, 14.912943025914634, 14.610274152057928, 14.559458662823934, 13.718870581650153, 12.812663752858231, 12.361563333650915, 12.21967101097107, 5.752729215273043, 2.79200329140919]
britllm/britllm-3b-v0.1;37;10;37;canolfan;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;no_mutation;no_mutation;ganolfan;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor ganolfan newydd.;SM;1,79158468757357;1,88257397607315;9,09892884995849e-02;1;2,47646595667904e-02;[10.369419642857142, 10.232142857142858, 10.089099702380953, 10.00297619047619, 9.982886904761905, 9.954985119047619, 9.922991071428571, 9.859375, 9.762834821428571, 9.697730654761905, 17.080357142857142, 16.976097470238095, 16.858816964285715, 16.775390625, 16.782552083333332, 16.700892857142858, 16.599981398809526, 16.515345982142858, 16.375, 16.14946056547619, 15.783203125, 15.34086681547619, 14.790922619047619, 14.295293898809524, 13.873744419642858, 13.368524460565476, 13.294588361467634, 13.230537414550781, 12.361480815070015, 11.76005759977159, 11.448523104190826, 6.056041198117392, 1.7915846875735693];[10.368459302325581, 10.229106104651162, 10.082303779069768, 9.993822674418604, 9.974563953488373, 9.9453125, 9.909520348837209, 9.851380813953488, 9.749273255813954, 9.690770348837209, 16.901344476744185, 16.800599563953487, 16.682231104651162, 16.599473110465116, 16.615734011627907, 16.532521802325583, 16.428688226744185, 16.32058502906977, 16.172056686046513, 15.936682412790697, 15.564316860465116, 15.138989825581396, 14.570675872093023, 14.099791061046512, 13.630723110465116, 13.091206395348838, 13.033273386400799, 12.935667171034702, 12.126136136609455, 11.594509765159252, 11.432124082432237, 6.093613777049752, 1.8825739760731541]
britllm/britllm-3b-v0.1;38;10;38;tyfu;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;no_mutation;no_mutation;thyfu;Mae prosiect Hwb y Gors wedi thyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;AM;1,79158468757357;1,89601359256478;1,04428904991213e-01;1;2,83189482850326e-02;[10.369419642857142, 10.232142857142858, 10.089099702380953, 10.00297619047619, 9.982886904761905, 9.954985119047619, 9.922991071428571, 9.859375, 9.762834821428571, 9.697730654761905, 17.080357142857142, 16.976097470238095, 16.858816964285715, 16.775390625, 16.782552083333332, 16.700892857142858, 16.599981398809526, 16.515345982142858, 16.375, 16.14946056547619, 15.783203125, 15.34086681547619, 14.790922619047619, 14.295293898809524, 13.873744419642858, 13.368524460565476, 13.294588361467634, 13.230537414550781, 12.361480815070015, 11.76005759977159, 11.448523104190826, 6.056041198117392, 1.7915846875735693];[10.370457848837209, 10.23328488372093, 10.091569767441861, 10.013444767441861, 9.99327761627907, 9.960029069767442, 9.921693313953488, 9.865915697674419, 9.765261627906977, 9.693132267441861, 16.915879360465116, 16.82985101744186, 16.690952034883722, 16.613826308139537, 16.619276889534884, 16.52952398255814, 16.422874273255815, 16.31831395348837, 16.190679505813954, 15.94249636627907, 15.556958575581396, 15.081031976744185, 14.498273982558139, 13.975199854651162, 13.567042151162791, 13.042628088662791, 13.042601119640262, 13.077536649482195, 12.327284347179324, 11.720989596012027, 11.349411185397658, 6.068755618361539, 1.8960135925647825]
britllm/britllm-3b-v0.1;39;10;39;thyfu;Mae prosiect Hwb y Gors wedi tyfu a thyfu, ac maen nhw bellach wedi agor canolfan newydd.;AM;L;a;tyfu;Mae prosiect Hwb y Gors wedi tyfu a tyfu, ac maen nhw bellach wedi agor canolfan newydd.;no_mutation;1,79158468757357;1,96228689391439;1,70702206340816e-01;1;4,54736403830718e-02;[10.369419642857142, 10.232142857142858, 10.089099702380953, 10.00297619047619, 9.982886904761905, 9.954985119047619, 9.922991071428571, 9.859375, 9.762834821428571, 9.697730654761905, 17.080357142857142, 16.976097470238095, 16.858816964285715, 16.775390625, 16.782552083333332, 16.700892857142858, 16.599981398809526, 16.515345982142858, 16.375, 16.14946056547619, 15.783203125, 15.34086681547619, 14.790922619047619, 14.295293898809524, 13.873744419642858, 13.368524460565476, 13.294588361467634, 13.230537414550781, 12.361480815070015, 11.76005759977159, 11.448523104190826, 6.056041198117392, 1.7915846875735693];[10.368140243902438, 10.232278963414634, 10.089748475609756, 10.00171493902439, 9.977896341463415, 9.947980182926829, 9.921493902439025, 9.856897865853659, 9.754573170731707, 9.696455792682928, 17.24828506097561, 17.141291920731707, 17.045541158536587, 16.963509908536587, 16.96608231707317, 16.87842987804878, 16.780201981707318, 16.706173780487806, 16.563071646341463, 16.357278963414632, 16.00076219512195, 15.547827743902438, 15.050590701219512, 14.554258765243903, 14.196693978658537, 13.745688833841463, 13.595109893054497, 13.548420510640959, 12.64567632209964, 12.11003883001281, 11.751454876690376, 6.44027103738087, 1.9622868939143856]
britllm/britllm-3b-v0.1;40;11;40;poeni;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;no_mutation;no_mutation;no_mutation;boeni;Mae rhai wedi cwestiynu faint sy'n boeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;SM;1,86644281790807;1,98950952520737;1,23066707299306e-01;1;3,19160343148519e-02;[10.372295673076923, 10.239483173076923, 10.100661057692308, 10.021634615384615, 10.037710336538462, 10.010516826923077, 10.006610576923077, 9.966045673076923, 9.828876201923077, 9.745042067307692, 15.622445913461538, 15.563551682692308, 15.461087740384615, 15.425706129807692, 15.412710336538462, 15.318359375, 15.196439302884615, 15.038536658653847, 14.9169921875, 14.746319110576923, 14.438326322115385, 13.989483173076923, 13.306265024038462, 12.99237530048077, 12.612905649038462, 12.613008939302885, 12.302626389723558, 11.697253007155199, 10.768317314294668, 9.740118886415775, 9.30581062573653, 4.827366815163539, 1.866442817908067];[10.371694711538462, 10.239182692307692, 10.103365384615385, 10.0234375, 10.044771634615385, 10.018629807692308, 10.010967548076923, 9.971905048076923, 9.838641826923077, 9.751502403846153, 15.62665264423077, 15.58984375, 15.489182692307692, 15.433969350961538, 15.414513221153847, 15.33721454326923, 15.207181490384615, 15.049353966346153, 14.907451923076923, 14.72393329326923, 14.437124399038462, 13.975661057692308, 13.306565504807692, 13.04082782451923, 12.663987379807692, 12.660391000600962, 12.40430157001202, 11.914854709918682, 11.017868152031532, 10.005815645823112, 9.61004209289184, 5.160073179465074, 1.989509525207373]
britllm/britllm-3b-v0.1;41;11;41;chostau;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda chostau byw'n dominyddu'r sgyrsiau.;AM;L;gyda;costau;Mae rhai wedi cwestiynu faint sy'n poeni am yr hinsawdd erbyn hyn gyda costau byw'n dominyddu'r sgyrsiau.;no_mutation;1,86644281790807;1,95719627071829;9,07534528102270e-02;1;2,37348376001748e-02;[10.372295673076923, 10.239483173076923, 10.100661057692308, 10.021634615384615, 10.037710336538462, 10.010516826923077, 10.006610576923077, 9.966045673076923, 9.828876201923077, 9.745042067307692, 15.622445913461538, 15.563551682692308, 15.461087740384615, 15.425706129807692, 15.412710336538462, 15.318359375, 15.196439302884615, 15.038536658653847, 14.9169921875, 14.746319110576923, 14.438326322115385, 13.989483173076923, 13.306265024038462, 12.99237530048077, 12.612905649038462, 12.613008939302885, 12.302626389723558, 11.697253007155199, 10.768317314294668, 9.740118886415775, 9.30581062573653, 4.827366815163539, 1.866442817908067];[10.372395833333334, 10.242647058823529, 10.105851715686274, 10.024816176470589, 10.044577205882353, 10.01669730392157, 10.015625, 9.985753676470589, 9.842984068627452, 9.761182598039216, 15.748008578431373, 15.701899509803921, 15.603707107843137, 15.57437193627451, 15.543351715686274, 15.438419117647058, 15.317172181372548, 15.163832720588236, 15.049325980392156, 14.880284926470589, 14.56609987745098, 14.110140931372548, 13.410922181372548, 13.095358455882353, 12.796989889705882, 12.911735983455882, 12.609991335401348, 12.048635744581036, 11.10118491976869, 9.9893437834347, 9.581807117836147, 5.195340941934025, 1.957196270718294]
britllm/britllm-3b-v0.1;42;12;42;nwyrain;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;NM;L;yn;dwyrain;Mae Capel Jewin yn dwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;no_mutation;1,37918530508529;1,54694466535435;1,67759360269059e-01;1;5,73314794502627e-02;[10.365915697674419, 10.220021802325581, 10.054142441860465, 9.95076308139535, 9.926962209302326, 9.896438953488373, 9.883175872093023, 9.828488372093023, 9.735283430232558, 9.646257267441861, 16.896984011627907, 16.842569040697676, 16.752452761627907, 16.689589389534884, 16.62300145348837, 16.5047238372093, 16.426235465116278, 16.285519622093023, 16.197674418604652, 15.947038517441861, 15.687318313953488, 15.313499273255815, 14.698264898255815, 14.151162790697674, 13.8466796875, 13.52693495639535, 13.000363372093023, 13.156506915425146, 11.82781095282976, 10.303570436876873, 9.895786302034246, 3.6340940802596338, 1.3791853050852931];[10.365370639534884, 10.218931686046512, 10.053779069767442, 9.95857558139535, 9.931322674418604, 9.895348837209303, 9.880632267441861, 9.82576308139535, 9.727470930232558, 9.626635174418604, 16.86809593023256, 16.80050872093023, 16.71902252906977, 16.652797965116278, 16.5929324127907, 16.480014534883722, 16.390079941860463, 16.254632994186046, 16.17859738372093, 15.92423691860465, 15.656522529069768, 15.270257994186046, 14.662926962209303, 14.117823401162791, 13.763353924418604, 13.475029523982558, 12.861146438953488, 13.004188715025435, 11.519204960312955, 10.28938854017923, 9.929241546364718, 3.943464628485746, 1.5469446653543517]
britllm/britllm-3b-v0.1;43;12;43;gapeli;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;SM;L;ychydig;capeli;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig capeli Cymraeg sydd ar ôl yn y ddinas.;no_mutation;1,37918530508529;1,50471053289813;1,25525227812834e-01;1;4,35262696244285e-02;[10.365915697674419, 10.220021802325581, 10.054142441860465, 9.95076308139535, 9.926962209302326, 9.896438953488373, 9.883175872093023, 9.828488372093023, 9.735283430232558, 9.646257267441861, 16.896984011627907, 16.842569040697676, 16.752452761627907, 16.689589389534884, 16.62300145348837, 16.5047238372093, 16.426235465116278, 16.285519622093023, 16.197674418604652, 15.947038517441861, 15.687318313953488, 15.313499273255815, 14.698264898255815, 14.151162790697674, 13.8466796875, 13.52693495639535, 13.000363372093023, 13.156506915425146, 11.82781095282976, 10.303570436876873, 9.895786302034246, 3.6340940802596338, 1.3791853050852931];[10.366642441860465, 10.218931686046512, 10.053415697674419, 9.951308139534884, 9.926417151162791, 9.890625, 9.874091569767442, 9.823582848837209, 9.71529796511628, 9.628997093023257, 16.8797238372093, 16.8133175872093, 16.705577761627907, 16.65452398255814, 16.6046511627907, 16.48800872093023, 16.40061773255814, 16.266079215116278, 16.197946947674417, 15.944767441860465, 15.681958575581396, 15.296239098837209, 14.683957122093023, 14.146711482558139, 13.894190588662791, 13.32731309047965, 12.838600336119185, 13.002167457757993, 11.68662918445676, 10.237264633178711, 9.838568213374115, 3.781138614166615, 1.5047105328981267]
britllm/britllm-3b-v0.1;44;12;44;ddinas;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y ddinas.;SM;MS;def_art_fem_sing_noun;dinas;Mae Capel Jewin yn nwyrain Llundain yn un o'r ychydig gapeli Cymraeg sydd ar ôl yn y dinas.;no_mutation;1,37918530508529;1,54968740496525;1,70502099879952e-01;1;5,82142403440299e-02;[10.365915697674419, 10.220021802325581, 10.054142441860465, 9.95076308139535, 9.926962209302326, 9.896438953488373, 9.883175872093023, 9.828488372093023, 9.735283430232558, 9.646257267441861, 16.896984011627907, 16.842569040697676, 16.752452761627907, 16.689589389534884, 16.62300145348837, 16.5047238372093, 16.426235465116278, 16.285519622093023, 16.197674418604652, 15.947038517441861, 15.687318313953488, 15.313499273255815, 14.698264898255815, 14.151162790697674, 13.8466796875, 13.52693495639535, 13.000363372093023, 13.156506915425146, 11.82781095282976, 10.303570436876873, 9.895786302034246, 3.6340940802596338, 1.3791853050852931];[10.36482558139535, 10.217296511627907, 10.053234011627907, 9.949309593023257, 9.928415697674419, 9.902252906976743, 9.886627906976743, 9.828306686046512, 9.732921511627907, 9.647165697674419, 16.90715843023256, 16.86219113372093, 16.765715843023255, 16.705214389534884, 16.639171511627907, 16.512899709302324, 16.435138081395348, 16.290243459302324, 16.212754360465116, 15.954305959302326, 15.688317587209303, 15.32467296511628, 14.714934593023257, 14.189543968023257, 13.881540697674419, 13.515011809593023, 12.993413880813954, 13.1985899459484, 11.89072932753452, 10.387508325798567, 10.006996870040894, 3.734153340029162, 1.5496874049652454]
britllm/britllm-3b-v0.1;45;13;45;luniau;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;MS;non_normal_word_order;lluniau;Mae 'na lluniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;2,39277587334315;2,38549962709116;-7,27624625198597e-03;0;0,00000000000000e+00;[10.373511904761905, 10.240141369047619, 10.095424107142858, 10.002790178571429, 10.000372023809524, 9.982514880952381, 9.95219494047619, 9.940848214285714, 9.790364583333334, 9.679129464285714, 17.088169642857142, 17.063802083333332, 16.970424107142858, 16.858630952380953, 16.798642113095237, 16.74600074404762, 16.641090029761905, 16.49125744047619, 16.37313988095238, 16.098865327380953, 15.762927827380953, 15.280598958333334, 14.71577380952381, 14.472470238095237, 14.14457775297619, 13.957612537202381, 13.533807663690476, 13.495622907366071, 12.425074986049108, 12.127723875499907, 11.972036185718718, 6.318183351130712, 2.3927758733431497];[10.37390988372093, 10.240915697674419, 10.097928779069768, 10.00545058139535, 10.003270348837209, 9.984738372093023, 9.95203488372093, 9.944040697674419, 9.795239825581396, 9.682594476744185, 16.921693313953487, 16.918422965116278, 16.828488372093023, 16.71675145348837, 16.673055959302324, 16.60655886627907, 16.510174418604652, 16.376362645348838, 16.27761627906977, 16.007085755813954, 15.674327761627907, 15.192314680232558, 14.614734738372093, 14.369503997093023, 14.070585029069768, 13.871320857558139, 13.419019122456396, 13.337403763172238, 12.32252662126408, 11.9276784963386, 11.649958665980849, 6.05416447062825, 2.3854996270911637]
britllm/britllm-3b-v0.1;46;13;46;cythryblus;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;no_mutation;no_mutation;chythryblus;Mae 'na luniau o orffennol chythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;AM;2,39277587334315;2,61866934526534;2,25893471922193e-01;1;4,50755145608309e-02;[10.373511904761905, 10.240141369047619, 10.095424107142858, 10.002790178571429, 10.000372023809524, 9.982514880952381, 9.95219494047619, 9.940848214285714, 9.790364583333334, 9.679129464285714, 17.088169642857142, 17.063802083333332, 16.970424107142858, 16.858630952380953, 16.798642113095237, 16.74600074404762, 16.641090029761905, 16.49125744047619, 16.37313988095238, 16.098865327380953, 15.762927827380953, 15.280598958333334, 14.71577380952381, 14.472470238095237, 14.14457775297619, 13.957612537202381, 13.533807663690476, 13.495622907366071, 12.425074986049108, 12.127723875499907, 11.972036185718718, 6.318183351130712, 2.3927758733431497];[10.373511904761905, 10.2421875, 10.101004464285714, 10.009486607142858, 10.004464285714286, 9.987909226190476, 9.954985119047619, 9.944196428571429, 9.788504464285714, 9.675223214285714, 17.066220238095237, 17.034040178571427, 16.951450892857142, 16.869791666666668, 16.804873511904763, 16.749720982142858, 16.613839285714285, 16.50595238095238, 16.360863095238095, 16.095424107142858, 15.774832589285714, 15.274088541666666, 14.716703869047619, 14.453683035714286, 14.105608258928571, 13.892113095238095, 13.60693359375, 13.490559895833334, 12.583796909877233, 12.335347391310192, 12.31955733753386, 6.846947533743722, 2.618669345265343]
britllm/britllm-3b-v0.1;47;13;47;orffennol;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;L;o;gorffennol;Mae 'na luniau o gorffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;no_mutation;2,39277587334315;2,52007112946621;1,27295256123062e-01;1;2,59106900846434e-02;[10.373511904761905, 10.240141369047619, 10.095424107142858, 10.002790178571429, 10.000372023809524, 9.982514880952381, 9.95219494047619, 9.940848214285714, 9.790364583333334, 9.679129464285714, 17.088169642857142, 17.063802083333332, 16.970424107142858, 16.858630952380953, 16.798642113095237, 16.74600074404762, 16.641090029761905, 16.49125744047619, 16.37313988095238, 16.098865327380953, 15.762927827380953, 15.280598958333334, 14.71577380952381, 14.472470238095237, 14.14457775297619, 13.957612537202381, 13.533807663690476, 13.495622907366071, 12.425074986049108, 12.127723875499907, 11.972036185718718, 6.318183351130712, 2.3927758733431497];[10.37390988372093, 10.236918604651162, 10.090479651162791, 10.00109011627907, 9.999091569767442, 9.985828488372093, 9.952579941860465, 9.935864825581396, 9.786155523255815, 9.67532703488372, 16.89952761627907, 16.851744186046513, 16.735646802325583, 16.617732558139537, 16.567950581395348, 16.516624273255815, 16.40815770348837, 16.24781976744186, 16.14952761627907, 15.866642441860465, 15.534520348837209, 15.0625, 14.515307049418604, 14.258993459302326, 13.82376453488372, 13.504678415697674, 13.062817950581396, 12.862858262172965, 11.988686495049055, 11.754761740218761, 11.779684604600419, 6.146263263946356, 2.520071129466212]
britllm/britllm-3b-v0.1;48;13;48;gyflafan;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;MS;def_art_fem_sing_noun;cyflafan;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r cyflafan fe godwyd capel arall.;no_mutation;2,39277587334315;2,49558706690625;1,02811193563105e-01;1;2,10318249319391e-02;[10.373511904761905, 10.240141369047619, 10.095424107142858, 10.002790178571429, 10.000372023809524, 9.982514880952381, 9.95219494047619, 9.940848214285714, 9.790364583333334, 9.679129464285714, 17.088169642857142, 17.063802083333332, 16.970424107142858, 16.858630952380953, 16.798642113095237, 16.74600074404762, 16.641090029761905, 16.49125744047619, 16.37313988095238, 16.098865327380953, 15.762927827380953, 15.280598958333334, 14.71577380952381, 14.472470238095237, 14.14457775297619, 13.957612537202381, 13.533807663690476, 13.495622907366071, 12.425074986049108, 12.127723875499907, 11.972036185718718, 6.318183351130712, 2.3927758733431497];[10.373856707317072, 10.238948170731707, 10.091844512195122, 10.0, 10.003429878048781, 9.987042682926829, 9.956173780487806, 9.940739329268293, 9.788681402439025, 9.661585365853659, 17.23608993902439, 17.208460365853657, 17.124809451219512, 17.003048780487806, 16.962080792682926, 16.90987042682927, 16.81612042682927, 16.65596417682927, 16.546303353658537, 16.283060213414632, 15.937976371951219, 15.48123094512195, 14.92016006097561, 14.694645579268293, 14.352086509146341, 14.170326791158537, 13.656440548780488, 13.608344845655488, 12.461238209794207, 12.226821713331269, 12.19461718419703, 6.223030744529352, 2.4955870669062543]
britllm/britllm-3b-v0.1;49;13;49;godwyd;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe godwyd capel arall.;SM;L;fe;codwyd;Mae 'na luniau o orffennol cythryblus iawn - ond wedi'r gyflafan fe codwyd capel arall.;no_mutation;2,39277587334315;2,47233752039976;7,95616470566092e-02;1;1,63535031185367e-02;[10.373511904761905, 10.240141369047619, 10.095424107142858, 10.002790178571429, 10.000372023809524, 9.982514880952381, 9.95219494047619, 9.940848214285714, 9.790364583333334, 9.679129464285714, 17.088169642857142, 17.063802083333332, 16.970424107142858, 16.858630952380953, 16.798642113095237, 16.74600074404762, 16.641090029761905, 16.49125744047619, 16.37313988095238, 16.098865327380953, 15.762927827380953, 15.280598958333334, 14.71577380952381, 14.472470238095237, 14.14457775297619, 13.957612537202381, 13.533807663690476, 13.495622907366071, 12.425074986049108, 12.127723875499907, 11.972036185718718, 6.318183351130712, 2.3927758733431497];[10.373546511627907, 10.238008720930232, 10.091024709302326, 9.999454941860465, 9.998001453488373, 9.973655523255815, 9.940770348837209, 9.92859738372093, 9.78561046511628, 9.669331395348838, 16.9093386627907, 16.88699127906977, 16.797420058139537, 16.693495639534884, 16.622547238372093, 16.560228924418606, 16.451944040697676, 16.287790697674417, 16.159429505813954, 15.91124636627907, 15.560319767441861, 15.069404069767442, 14.462845203488373, 14.259720203488373, 13.914743822674419, 13.68693223110465, 13.22806140988372, 13.119112236555232, 12.128153956213662, 12.010439983634061, 11.9709098089573, 6.333178725353507, 2.472337520399759]
