sent_id	sentence	sentence_en	mutated_word	lemma	mutation_type	token_id	pos	dep_rel	features	verb_form	previous_word	previous_lemma	prev_pos	prev_features	before_previous_word	head_id	head_form	head_pos	head_feats	head_gender	head_number	trigger_type	specific_trigger
cy_ccg_train:01070	"Mae'r ""ddôl"" o wair môr yn gorchuddio 180 cilomedr sgwâr."	"The ""meadow"" of sea grass covers 180 square kilometers."	ddôl	dôl	SM	4	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		""""	""""	PUNCT		'r	1	Mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	def_art_fem_sing_noun
cy_ccg_train:01326	"Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Babell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau."		Wawr	gwawr	SM	40	NOUN	nmod	{'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		Merched	merch	NOUN	{'Gender': 'Fem', 'Number': 'Plur'}	,	39	Merched	NOUN	{'Gender': 'Fem', 'Number': 'Plur'}	Fem	Plur	MS	def_art_fem_sing_noun
cy_ccg_dev:00224	"A'r pwynt yw bod ysbryd y gymuned ym Mlaenau a'r pentrefi cyfagos  yn y ""Fro"" mor gryf, ac yn gymaint o ganolbwynt bywyd yn yr ardal, fel na fydd yn eich synnu fod adfywio'r ardal wedi'i arwain yn bennaf gan y preswylwyr eu hunain."	"And the point is that the community spirit in Blaenau and the surrounding villages in the ""Vale"" is so strong, and so much the focus of life in the area, that you won't be surprised that the regeneration of the area has led mainly by the residents themselves."	Fro	bro	SM	18	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		""""	""""	PUNCT		y	13	pentrefi	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	def_art_fem_sing_noun
cy_ccg_test:00577	Mae'r ddeuddyn ifanc yn cwympo mewn cariad ac mae hi'n beichiogi, ond wedyn mae hi'n dod i adnabod ei ethnigrwydd fe.	The teenager falls in love and gets pregnant, but then she gets to know his ethnicity.	ddeuddyn	deuddyn	SM	3	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		'r	y	DET	{'PronType': 'Art'}	Mae	1	Mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	def_art_fem_sing_noun
cy_ccg_test:00692	Y Gyngres Astudiaethau Celtaidd Ryngwladol yw'r prif gynulliad rhyngwladol ar gyfer ysgolheigion sy'n ymchwilio i ieithoedd, llenyddiaethau a thraddodiadau diwylliannol y bobloedd hynny sydd ac a fu'n siarad ieithoedd Celtaidd.	The International Celtic Studies Congress is the premier international assembly for scholars researching the languages, literatures and cultural traditions of those who speak and spoke Celtic languages.	bobloedd	pobl	SM	25	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		y	y	DET	{'PronType': 'Art'}	diwylliannol	22	thraddodiadau	NOUN	{'Gender': 'Masc', 'Mutation': 'AM', 'Number': 'Plur'}	Masc	Plur	MS	def_art_fem_sing_noun
cy_ccg_train:00063	Derbyniaf ei bod yn rhaid peidio â chael dim mwy o oedi diangen cyn symud ymlaen, ond cofiaf hefyd rai o weithredoedd eich Llywodraeth chi, pan welsom gwtogi gwasanaethau flwyddyn ar ôl blwyddyn.	I accept that there must be no more unnecessary delays in moving forward, but I also remember some of your Government 's actions, when we saw year - on - year reductions in services.	rai	rhai	SM	21	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		hefyd	hefyd	ADV		cofiaf	19	cofiaf	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Fin'}		Sing	MS	direct_object_mutation
cy_ccg_train:00105	Pan fydd batris yn dechrau pydru, gall y cemegau sydd ynddyn nhw ollwng i'r ddaear, ac achosi llygredd pridd a d?r.	When batteries start to decompose, the chemicals they contain can leak to the ground, causing soil and water pollution.	ollwng	gollwng	SM	15	NOUN	obl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	nhw	hwy	PRON	{'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}	hwy	11	sydd	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	direct_object_mutation
cy_ccg_train:00208	Byddaf yn datgan yn aml ar nos Lun wrth ddarlledu yn fyw o BBC Bangor faint rwyf yn gwerthfawrogi'r cyfle i baratoi tair awr o gerddoriaeth ar gyfer y gwrandawyr.	I often state on Monday nights when broadcasting live from BBC Bangor how much I appreciate the opportunity to prepare three hours of music for the listeners.	faint	maint	SM	16	NOUN	acl	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		Bangor	Bangor	PROPN	{'Number': 'Sing'}	BBC	10	ddarlledu	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	LEXICALISED
cy_ccg_train:00237	Achosodd y penderfyniad hwn gryn gynnwrf ac ofni y gallai arwain at ymgyrchu treisgar.	This decision caused considerable upheaval and fear that it could lead to violent campaigning.	gryn	cryn	SM	5	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		hwn	hwn	PRON	{'Gender': 'Masc', 'PronType': 'Dem'}	penderfyniad	6	gynnwrf	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_train:00267	Ar y llaw arall, mae Arberth, a gafodd bum mlynedd o gymorth ardrethi, yn ganolfan brysur, ffyniannus a llwyddiannus.	On the other hand, Narberth, which received five years of rate relief, is a busy, thriving and successful center.	bum	pum	SM	11	NUM	nummod	{'Mutation': 'SM', 'NumForm': 'Word', 'NumType': 'Card'}		gafodd	cael	VERB	{'Mood': 'Ind', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}	a	12	mlynedd	NOUN	{'Gender': 'Fem', 'Mutation': 'NM', 'Number': 'Plur'}	Fem	Plur	MS	direct_object_mutation
cy_ccg_train:00477	Pryd fu Dewi Emrys farw?	When did Dewi Emrys die?	farw	marw	SM	5	NOUN	root	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	Emrys	Emrys	PROPN	{'Gender': 'Masc', 'Number': 'Sing'}	Dewi	0						MS	direct_object_mutation
cy_ccg_train:00580	Dechreuodd y gwaith yn hydref 1894 a chymerodd ddeunaw mis i'w gwblhau.	Work began in the autumn of 1894 and took eighteen months to complete.	ddeunaw	deunaw	SM	9	NUM	nummod	{'Mutation': 'SM', 'NumForm': 'Word', 'NumType': 'Card'}		chymerodd	cymryd	VERB	{'Mood': 'Ind', 'Mutation': 'AM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}	a	10	mis	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_train:00619	"Dywedodd John Harold, cyfarwyddwr Cymdeithas Eryri, sy'n helpu i gynnal a chadw'r mynyddoedd, fod y lleoliad wedi dod yn ""bot mêl"" i gerddwyr."	"John Harold, director of Cymdeithas Eryri, which helps to maintain the mountains, said that the location has become a ""honey pot"" for walkers."	fod	bod	SM	19	NOUN	conj	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	,	,	PUNCT		mynyddoedd	13	gynnal	NOUN	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	direct_object_mutation
cy_ccg_train:00767	I neud hynny mae angen dyw fath o drefn arnoch, ac ar hyn o bryd dwi mor brysur mae'n anodd cadw ato, ond dwy'n trio!	To do that you need some kind of routine, and at the moment I'm so busy it's hard to stick to it, but try!	fath	math	SM	7	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		dyw	dau	NUM	{'Gender': 'Fem', 'NumForm': 'Word', 'NumType': 'Card'}	angen	5	angen	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_train:00925	Cafodd gryn ddylanwad ar ei ddilynwyr.	He had a great influence on his followers.	gryn	cryn	SM	2	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		Cafodd	cael	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		3	ddylanwad	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_train:01121	Dydy hyn ddim yn fater yn erbyn unigolion, mae'n egwyddor y dyliau staff sefydliad sy'n fonopoli gwladol fel Swyddfa'r Post, ddeall peth geiriau syml Cymraeg ac yn enwedig rhai sylfaenol yn eu busnes.		ddeall	deall	SM	27	NOUN	conj	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	,	,	PUNCT		Post	20	'n	PART				MS	direct_object_mutation
cy_ccg_dev:00027	Ond fy mantra i yn ddiweddar yw nad yw'r ffaith bod rhywbeth yn sicr o fod yn drychinebus yn golygu na allai ddigwydd.	But my recent mantra is that just because something is certain to be catastrophic doesn't mean it can't happen.	ddigwydd	digwydd	SM	24	NOUN	nsubj	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	allai	gallu	VERB	{'Mood': 'Cnd', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'}	na	23	allai	VERB	{'Mood': 'Cnd', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'}		Sing	MS	direct_object_mutation
cy_ccg_dev:00036	Treuliodd gyfnod byr yn ymarfer yn Litherland ger Lerpwl ac aeth i Fflandrys erbyn yr haf.	He spent a short time practicing in Litherland near Liverpool and went to Flanders by the summer.	gyfnod	cyfnod	SM	2	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		Treuliodd	treulio	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		1	Treuliodd	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		Sing	MS	direct_object_mutation
cy_ccg_dev:00112	A ble cewch fynyddoedd, yn aml iawn cewch raeadrau hefyd!	And where you get mountains, you can often find waterfalls too!	raeadrau	rhaeadr	SM	10	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		cewch	cael	VERB	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Fut', 'VerbForm': 'Fin'}	iawn	9	cewch	VERB	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Fut', 'VerbForm': 'Fin'}		Plur	MS	direct_object_mutation
cy_ccg_dev:00362	Ni chafodd y blaid newydd lawer o lwyddiant etholiadol, a daeth i ben tua chanol y 1950au, ond cafodd gryn ddylanwad ar bolisïau Plaid Cymru.	The new party did not have much electoral success, ending in the mid-1950s, but had a considerable influence on Plaid Cymru's policies.	gryn	cryn	SM	22	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		cafodd	cael	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}	ond	23	ddylanwad	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_test:00101	Cewch gyfle i ddysgu mwy am draddodiad barddol cyfoethog Cymru a rhai o uchafbwyntiau'n traddodiad rhyddiaith.	You will have the opportunity to learn more about Wales' rich poetic tradition and some of the highlights of our prose tradition.	gyfle	cyfle	SM	2	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		Cewch	cael	VERB	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Fut', 'VerbForm': 'Fin'}		1	Cewch	VERB	{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Fut', 'VerbForm': 'Fin'}		Plur	MS	direct_object_mutation
cy_ccg_test:00128	Bu farw yn 79 oed ar 15 Mehefin 2004.	He died at the age of 79 on 15 June 2004.	farw	marw	SM	2	NOUN	root	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	Bu	bod	AUX	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		0						MS	direct_object_mutation
cy_ccg_test:00129	Cafodd Owain Gwynedd ddau fab ganddi, Dafydd a Rhodri.	Owain Gwynedd had two sons, Dafydd and Rhodri.	ddau	dau	SM	4	NUM	nummod	{'Gender': 'Masc', 'Mutation': 'SM', 'NumForm': 'Word', 'NumType': 'Card'}		Gwynedd	Gwynedd	PROPN	{'Gender': 'Masc', 'Number': 'Sing'}	Owain	5	fab	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_test:00311	Pan fu ef farw, rhannwyd ei deyrnas rhwng ei feibion, ond gallodd ei ?yr, Hywel Dda, ffurfio teyrnas Deheubarth trwy uno teyrnasoedd llai'r de-orllewin, ac erbyn 942 roedd yn frenin ar y rhan fwyaf o Gymru.	When he died, his kingdom was divided between his sons, but his grandson, Hywel Dda, was able to form the kingdom of Deheubarth by uniting the smaller kingdoms of the south-west, and by 942 he was king of most of Wales.	farw	marw	SM	4	ADJ	advcl	{'Degree': 'Pos', 'Mutation': 'SM', 'Number': 'Sing'}		ef	ef	PRON	{'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}	fu	6	rhannwyd	VERB	{'Mood': 'Ind', 'Person': '0', 'Tense': 'Past', 'VerbForm': 'Fin'}			MS	direct_object_mutation
cy_ccg_test:00401	Mae'n bleser gen i felly gynnig oriel drawiadol i chi.	I am therefore delighted to offer you an impressive gallery.	gynnig	cynnig	SM	7	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	felly	felly	ADV		i	3	bleser	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_test:00737	Diolch i FanglaCymru cafodd dau glaf ar bymtheg ar hugain eto gyfle newydd i grafu byw a chael eu derbyn yn un o wledydd mwyaf anghenus y byd	Thanks to Bangladesh Wales twenty-seven patients have again been given a new opportunity to scrape by and be accepted in one of the world's most needy countries	gyfle	cyfle	SM	12	NOUN	appos	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		eto	eto	ADV		hugain	1	Diolch	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_test:00739	"Mae Cyngor Sir Pen-y-bont ar Ogwr yn cael eu cyhuddo o fod yn ""wrth-Gymraeg"" yn sgil eu hymateb i arwydd ""Cofiwch Dryweryn"" ar ochr siop losin yn y dref."	"Bridgend County Council is being accused of being ""anti-Welsh"" because of its response to a ""Remember Dryweryn"" sign on the side of a sweet shop in the town."	Dryweryn	Tryweryn	SM	27	PROPN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		Cofiwch	cofio	VERB	{'Mood': 'Imp', 'Number': 'Plur', 'Person': '2', 'VerbForm': 'Fin'}	""""	26	Cofiwch	VERB	{'Mood': 'Imp', 'Number': 'Plur', 'Person': '2', 'VerbForm': 'Fin'}		Plur	MS	direct_object_mutation
cy_ccg_test:00903	Gwelodd y pentref ddatblygu mawr yn ystod y 90au, gyda archfarchnad Safeway a siopau eraill yn cael ei hadeiladu ar dir fferm Parc yr Afon.	The village saw major development during the 90s, with the Safeway supermarket and other shops being built on the River Park farmland.	ddatblygu	datblygu	SM	4	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	pentref	pentref	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	y	3	pentref	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	direct_object_mutation
cy_ccg_train:00206	Oherwydd fy ngwaith hefo'r BBC, yn cyflwyno'r sioe nos Lun, rwyf wedi cael cyfarwyddyd i gadw draw o'r maes gwleidyddol tan fod yr etholiad drosodd (yn yr ystyr datgan barn cyhoeddus).	Because of my work with the BBC, presenting the show on Monday, I have been instructed to stay away from the political sphere until the election is over (in the sense of public opinion).	e	e	SM	32	PRON	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}		trosodd	trosodd	ADP		drosodd	30	yr	DET	{'PronType': 'Art'}			MS	error
cy_ccg_train:00207	A wyddoch chi beth, mae hyn fel cael gwyliau ger Fôr y Canoldir ar rhyw ynys fechan i ffwrdd o s?n y byd.	Do you know what, this is like having a holiday near the Mediterranean on some small island away from the noise of the world.	Fôr	môr	SM	12	NOUN	nmod	{'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		ger	ger	ADP		gwyliau	10	gwyliau	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_train:00289	Rhain yw'r gorau o tua 40,000 o gystadleuwyr ledled Cymru sydd wedi ennill eu lle yn y Genedlaethol yn dilyn Eisteddfodau Cylch a Rhanbarthol sydd yn cael eu cynnal yn ystod misoedd y gwanwyn cyn yr Eisteddfod.	These are the best of around 40,000 competitors across Wales who have secured their place in the National following the District and Regional Eisteddfodau which are held during the spring months before the Eisteddfod.	gorau	da	SM	4	ADJ	root	{'Degree': 'Sup', 'Mutation': 'SM'}		'r	y	DET	{'PronType': 'Art'}	yw	0						MS	error
cy_ccg_train:00546	Mae'r teulu bellach wedi ymgartrefu yn Lerpwl.	The family is now settled in Liverpool.	bellach	pell	SM	4	ADJ	amod	{'Degree': 'Cmp', 'Mutation': 'SM'}		teulu	teulu	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	'r	3	teulu	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_train:00560	"Mae ymgyrchwyr iaith wedi disgrifio'r sefyllfa fel ""dipyn o ffars"" ac yn mynnu bod angen i Gyfarwyddwr sy'n gyfrifol am y  Gymraeg fedru siarad yr iaith, neu fynd ati i'w dysgu yn dilyn penodiad."	"Language campaigners have described the situation as ""a bit of a farce"" and insist that a Director responsible for the Welsh language needs to be able to speak the language, or set about learning it following appointment."	dipyn	tipyn	SM	10	NOUN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		""""	""""	PUNCT		fel	5	disgrifio	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_train:00618	Erbyn hyn mae tua 700,000 o bobl yn ymweld â'r Wyddfa bob blwyddyn ac ym mis Gorffennaf roedd adroddiadau fod ciwiau o hyd at 45 munud i gyrraedd copa'r mynydd.	By now around 700,000 people visit Snowdon every year and in July there were reports of queues of up to 45 minutes to get to the top of the mountain.	fod	bod	SM	22	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	adroddiadau	adroddiad	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	oedd	21	oedd	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:00624	Roedd gan y Ddeddf bwysigrwydd gwleidyddol sylweddol fel cydnabyddiaeth ffurfiol o gymeriad gwahanol Gymru i weddill y Deyrnas Unedig, gan osod cynsail ar gyfer deddfwriaeth a phenderfyniadau yn y dyfodol.	The Act had significant political importance as a formal recognition of the different character of Wales from the rest of the United Kingdom, setting a precedent for future legislation and decisions.	Gymru	Cymru	SM	15	PROPN	nmod	{'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		gwahanol	gwahanol	ADJ	{'Degree': 'Pos'}	gymeriad	13	o	ADP				MS	error
cy_ccg_train:00629	Dywedodd Caoimhín Ó hEaghra, ysgrifennydd cyffredinol An Foras Pátrúnachta – noddwr mwyaf ysgolion cyfrwng Gwyddelig – fod mwy o rieni'n fwy ymwybodol o fanteision addysg ddwyieithog ac amlieithog.	Caoimhín Ó hEaghra, general secretary of An Foras Pátrúnachta – the largest sponsor of Irish-medium schools – said that more parents are more aware of the benefits of bilingual and multilingual education.	Foras	Boras	SM	9	PROPN	nmod	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		An	an	DET	{'PronType': 'Art'}	cyffredinol	6	ysgrifennydd	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_train:00687	Ymddiriedaeth yw conglfaen hanfodol ein sefydliad, oherwydd hebddi ni fydd pethau gystal.	Trust is the essential cornerstone of our organization, because without it things will not be as good.	gystal	cystal	SM	14	ADJ	amod	{'Degree': 'Equ', 'Mutation': 'SM'}		pethau	peth	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	fydd	13	fydd	VERB	{'Mood': 'Ind', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:00746	Mae i godi argae er mwyn cronni d?r gysylltiadau poenus i ni yma yng Nghymru.	It is to build a dam in order to accumulate water painful relations for us here in Wales.	gysylltiadau	cysylltiad	SM	9	NOUN	root	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Plur'}		d?r	d?r	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	cronni	0						MS	error
cy_ccg_train:00901	Ddaru ti sglaffio hwnna go iawn bore 'ma on'd do?	You really messed that up this morning, didn't you?	go	go	SM	5	ADV	advmod	{'Mutation': 'SM'}		hwnna	hwn	PRON	{'Number': 'Plur', 'PronType': 'Dem'}	sglaffio	6	iawn	ADV				MS	error
cy_ccg_train:00940	Yn sicr dylai ryw gyfundeb cymwynasgar ddyfeisio cynllun i addysgu'r Cymry.	Certainly some helpful association should devise a plan to educate the Welsh.	ryw	rhyw	SM	4	ADJ	amod	{'Degree': 'Pos', 'Mutation': 'SM'}		dylai	dylu	VERB	{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'}	sicr	5	gyfundeb	NOUN	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}	Masc	Sing	MS	error
cy_ccg_train:01000	Mae Cymru yn dechrau credu ynddi ei hunan, a does dim all ein rhwystro bellach.	Wales is starting to believe in itself, and nothing can stop us now.	bellach	pell	SM	18	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		rhwystro	rhwystro	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}	ein	17	all	VERB	{'Mood': 'Ind', 'Mutation': 'SM', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:01037	Mae gymaint o rolau gwahanol o fewn pêl-droed, dim jest bod yn chwaraewr neu gefnogwr, ac mae'n hyfryd i weld y llwybr yna (o fynd i'r byd dyfarnu ar ôl chwarae'r gêm) yn cael y sylw hefyd.	There are so many different roles within football, it's not just being a player or a supporter, and it's lovely to see that path (of going into the refereeing world after playing the game) getting attention too .	gymaint	cymaint	SM	2	NOUN	nsubj	{'Gender': 'Masc', 'Mutation': 'SM', 'Number': 'Sing'}		Mae	bod	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		1	Mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:01039	Lansiwyd cynllun Diogelwn yn 2021 er mwyn i berchnogion allu diogelu'r enwau Cymraeg ar eu tai, ond mae e bellach wedi ei ehangu i gynnwys enwau ar dir, a bydd y cynllun ar ei newydd wedd yn cael ei gyflwyno mewn digwyddiad ar stondin Cymdeithas yr Iaith ar faes yr Eisteddfod heddiw.	The Diogelwn scheme was launched in 2021 so that owners could protect the Welsh names on their houses, but it has now been expanded to include names on land, and the scheme in its new form will be presented at an event on the Cymdeithas stand the Language on the field of the Eisteddfod today.	bellach	pell	SM	22	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}		e	ef	PRON	{'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}	mae	20	mae	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:01049	"Bellach, ni piau fo; y Ddraig Goch sy'n chwifio uwchben y twr a'r cyfan yng ngofal Cadw."	"Now, it won't be; the Red Dragon that flies above the tower and all in the care of Cadw."	Bellach	pell	SM	1	ADJ	advmod	{'Degree': 'Cmp', 'Mutation': 'SM'}							4	piau	NOUN	{'Number': 'Sing', 'VerbForm': 'Vnoun'}		Sing	MS	error
cy_ccg_train:01079	Roeddwn yn siomedig iawn fod y daith wedi gorfod cael ei chanslo oherwydd byddai wedi bod yn brofiad gwych.	I was very disappointed that the trip had to be canceled because it would have been a great experience.	fod	bod	SM	6	NOUN	advcl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	iawn	iawn	ADV		siomedig	4	yn	PART				MS	error
cy_ccg_train:01125	Anfonodd Gymdeithas yr Iaith lythyr at Swyddfa'r Post fis Medi.		Gymdeithas	cymdeithas	SM	2	NOUN	nsubj	{'Gender': 'Fem', 'Mutation': 'SM', 'Number': 'Sing'}		Anfonodd	anfon	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		1	Anfonodd	VERB	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}		Sing	MS	error
cy_ccg_train:01138	Mae'n arferol, yn ystod mis Chwefror, i chwilio a gweld arwyddion fod y gwanwyn yn agosáu.		fod	bod	SM	15	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	arwyddion	arwydd	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	gweld	14	arwyddion	NOUN	{'Gender': 'Masc', 'Number': 'Plur'}	Masc	Plur	MS	error
cy_ccg_train:01156	Doedd dim syndod gwaetha'r modd fod gostyngiad yn nifer siaradwyr Cymraeg unwaith eto, wrth i'r ganran ddisgyn mewn degawd o 19% i 17.8%.		fod	bod	SM	8	NOUN	acl	{'Mutation': 'SM', 'Number': 'Sing', 'VerbForm': 'Vnoun'}	Vnoun	modd	modd	NOUN	{'Gender': 'Masc', 'Number': 'Sing'}	'r	4	dim	ADV				MS	error
